estimate,value,method,samples,i
σ2,0.0005362478552132864,ipw,1668,470
σ2net,0.0006224185508950583,ipw,1668,470
σ2boot,NaN,ipw,1668,470
stabilized,false,ipw,1668,470
ψ,1.4560154565811827,sipw,1668,470
σ2,0.00043285788652989277,sipw,1668,470
σ2net,0.0005003618947628225,sipw,1668,470
σ2boot,NaN,sipw,1668,470
stabilized,true,sipw,1668,470
ψ,1.4917640652843802,onestep,1668,470
σ2,0.00040877041143539636,onestep,1668,470
σ2net,0.00045481535744490756,onestep,1668,470
σ2boot,NaN,onestep,1668,470
ψ,1.494194490259703,tmle,1668,470
σ2,0.0004079255759068224,tmle,1668,470
σ2net,0.0004623507074530045,tmle,1668,470
σ2boot,NaN,tmle,1668,470
ψ,1.4694282420261267,plugin_iid,1668,470
σ2boot,NaN,plugin_iid,1668,470
ψ,1.4572394094472212,ipw_iid,1668,470
σ2,0.0005350633545629577,ipw_iid,1668,470
σ2net,0.0005350633545629578,ipw_iid,1668,470
σ2boot,NaN,ipw_iid,1668,470
stabilized,false,ipw_iid,1668,470
ψ,1.443042775716719,sipw_iid,1668,470
σ2,0.00040834961962528485,sipw_iid,1668,470
σ2net,0.0004083496196252851,sipw_iid,1668,470
σ2boot,NaN,sipw_iid,1668,470
stabilized,true,sipw_iid,1668,470
ψ,1.4608322200324044,onestep_iid,1668,470
σ2,0.0003854443428502909,onestep_iid,1668,470
σ2net,0.0003854443428502912,onestep_iid,1668,470
σ2boot,NaN,onestep_iid,1668,470
ψ,1.471991764533046,tmle_iid,1668,470
σ2,0.00038788113005830925,tmle_iid,1668,470
σ2net,0.000387881130058309,tmle_iid,1668,470
σ2boot,NaN,tmle_iid,1668,470
ψ,1.469203651535351,ols,1668,470
σ2,0.0016319821092134737,ols,1668,470
σ2net,0.0016319821092134737,ols,1668,470
ψ,1.491810416289395,plugin,1668,471
σ2boot,NaN,plugin,1668,471
ψ,1.4370052209049375,ipw,1668,471
σ2,0.0006299044122213295,ipw,1668,471
σ2net,0.0008400265591823045,ipw,1668,471
σ2boot,NaN,ipw,1668,471
stabilized,false,ipw,1668,471
ψ,1.4533885012055723,sipw,1668,471
σ2,0.0004290603303878296,sipw,1668,471
σ2net,0.0005310717432659831,sipw,1668,471
σ2boot,NaN,sipw,1668,471
stabilized,true,sipw,1668,471
ψ,1.4966949722457794,onestep,1668,471
σ2,0.0004070073050136566,onestep,1668,471
σ2net,0.00047804506840111964,onestep,1668,471
σ2boot,NaN,onestep,1668,471
ψ,1.4870990641246513,tmle,1668,471
σ2,0.00040796278402654556,tmle,1668,471
σ2net,0.0004825225459973731,tmle,1668,471
σ2boot,NaN,tmle,1668,471
ψ,1.470986947118597,plugin_iid,1668,471
σ2boot,NaN,plugin_iid,1668,471
ψ,1.4487886616448564,ipw_iid,1668,471
σ2,0.000583299000696778,ipw_iid,1668,471
σ2net,0.0005832990006967788,ipw_iid,1668,471
σ2boot,NaN,ipw_iid,1668,471
stabilized,false,ipw_iid,1668,471
ψ,1.453483978902201,sipw_iid,1668,471
σ2,0.0004118794794701924,sipw_iid,1668,471
σ2net,0.0004118794794701924,sipw_iid,1668,471
σ2boot,NaN,sipw_iid,1668,471
stabilized,true,sipw_iid,1668,471
ψ,1.4713268207616375,onestep_iid,1668,471
σ2,0.000390071245626381,onestep_iid,1668,471
σ2net,0.00039007124562638124,onestep_iid,1668,471
σ2boot,NaN,onestep_iid,1668,471
ψ,1.4700939929399897,tmle_iid,1668,471
σ2,0.00038079857164229514,tmle_iid,1668,471
σ2net,0.00038079857164229563,tmle_iid,1668,471
σ2boot,NaN,tmle_iid,1668,471
ψ,1.4708313056535627,ols,1668,471
σ2,0.00167028973751342,ols,1668,471
σ2net,0.00167028973751342,ols,1668,471
ψ,1.517571383851919,plugin,1668,472
σ2boot,NaN,plugin,1668,472
ψ,1.4697317698414758,ipw,1668,472
σ2,0.0006274163081155599,ipw,1668,472
σ2net,0.0009323545015212211,ipw,1668,472
σ2boot,NaN,ipw,1668,472
stabilized,false,ipw,1668,472
ψ,1.473129039996038,sipw,1668,472
σ2,0.00042455431130245517,sipw,1668,472
σ2net,0.0006772756760309765,sipw,1668,472
σ2boot,NaN,sipw,1668,472
stabilized,true,sipw,1668,472
ψ,1.5182942660898828,onestep,1668,472
σ2,0.0004237621673481245,onestep,1668,472
σ2net,0.0006516943155724292,onestep,1668,472
σ2boot,NaN,onestep,1668,472
ψ,1.5190731832967015,tmle,1668,472
σ2,0.00046660543028958335,tmle,1668,472
σ2net,0.0006937008885481664,tmle,1668,472
σ2boot,NaN,tmle,1668,472
ψ,1.4952490266888283,plugin_iid,1668,472
σ2boot,NaN,plugin_iid,1668,472
ψ,1.4756232873579813,ipw_iid,1668,472
σ2,0.0007799773814473465,ipw_iid,1668,472
σ2net,0.0007799773814473471,ipw_iid,1668,472
σ2boot,NaN,ipw_iid,1668,472
stabilized,false,ipw_iid,1668,472
ψ,1.4667726609050376,sipw_iid,1668,472
σ2,0.0004229109252759398,sipw_iid,1668,472
σ2net,0.00042291092527593885,sipw_iid,1668,472
σ2boot,NaN,sipw_iid,1668,472
stabilized,true,sipw_iid,1668,472
ψ,1.494250853763143,onestep_iid,1668,472
σ2,0.0004080788346407892,onestep_iid,1668,472
σ2net,0.00040807883464078854,onestep_iid,1668,472
σ2boot,NaN,onestep_iid,1668,472
ψ,1.4917697496248943,tmle_iid,1668,472
σ2,0.00041528202306593566,tmle_iid,1668,472
σ2net,0.00041528202306593626,tmle_iid,1668,472
σ2boot,NaN,tmle_iid,1668,472
ψ,1.4951541731240416,ols,1668,472
σ2,0.0016721156150801266,ols,1668,472
σ2net,0.0016721156150801266,ols,1668,472
ψ,1.4831002575177739,plugin,1668,473
σ2boot,NaN,plugin,1668,473
ψ,1.4438264302794865,ipw,1668,473
σ2,0.0006260189378801201,ipw,1668,473
σ2net,0.000819365382643806,ipw,1668,473
σ2boot,NaN,ipw,1668,473
stabilized,false,ipw,1668,473
ψ,1.4299449542350335,sipw,1668,473
σ2,0.0004095230388120127,sipw,1668,473
σ2net,0.0006176458774138019,sipw,1668,473
σ2boot,NaN,sipw,1668,473
stabilized,true,sipw,1668,473
ψ,1.477313234413275,onestep,1668,473
σ2,0.00042292611521831884,onestep,1668,473
σ2net,0.0005885211885337498,onestep,1668,473
σ2boot,NaN,onestep,1668,473
ψ,1.479572855170362,tmle,1668,473
σ2,0.00040867577429258464,tmle,1668,473
σ2net,0.0005697710995197866,tmle,1668,473
σ2boot,NaN,tmle,1668,473
ψ,1.46384833404784,plugin_iid,1668,473
σ2boot,NaN,plugin_iid,1668,473
ψ,1.4432932891503805,ipw_iid,1668,473
σ2,0.000543385048726634,ipw_iid,1668,473
σ2net,0.0005433850487266335,ipw_iid,1668,473
σ2boot,NaN,ipw_iid,1668,473
stabilized,false,ipw_iid,1668,473
ψ,1.4381778589260596,sipw_iid,1668,473
σ2,0.0003966189681904895,sipw_iid,1668,473
σ2net,0.0003966189681904893,sipw_iid,1668,473
σ2boot,NaN,sipw_iid,1668,473
stabilized,true,sipw_iid,1668,473
ψ,1.4653451557060775,onestep_iid,1668,473
σ2,0.0003979766873044039,onestep_iid,1668,473
σ2net,0.0003979766873044039,onestep_iid,1668,473
σ2boot,NaN,onestep_iid,1668,473
ψ,1.469270885983133,tmle_iid,1668,473
σ2,0.00040708375609098537,tmle_iid,1668,473
σ2net,0.00040708375609098456,tmle_iid,1668,473
σ2boot,NaN,tmle_iid,1668,473
ψ,1.4636252335906843,ols,1668,473
σ2,0.0015949222292862338,ols,1668,473
σ2net,0.0015949222292862338,ols,1668,473
ψ,1.4762330379349493,plugin,1668,474
σ2boot,NaN,plugin,1668,474
ψ,1.4364409682309052,ipw,1668,474
σ2,0.0008314845265108308,ipw,1668,474
σ2net,0.0009050015479773804,ipw,1668,474
σ2boot,NaN,ipw,1668,474
stabilized,false,ipw,1668,474
ψ,1.4321358833536508,sipw,1668,474
σ2,0.0004274918398091618,sipw,1668,474
σ2net,0.0004919314717000491,sipw,1668,474
σ2boot,NaN,sipw,1668,474
stabilized,true,sipw,1668,474
ψ,1.4756140965332702,onestep,1668,474
σ2,0.0004281107651582108,onestep,1668,474
σ2net,0.0004807061920075458,onestep,1668,474
σ2boot,NaN,onestep,1668,474
ψ,1.4801684538394448,tmle,1668,474
σ2,0.00043625448296531424,tmle,1668,474
σ2net,0.0004939984097216757,tmle,1668,474
σ2boot,NaN,tmle,1668,474
ψ,1.4565486489117778,plugin_iid,1668,474
σ2boot,NaN,plugin_iid,1668,474
ψ,1.4277725855510122,ipw_iid,1668,474
σ2,0.0005299304134577404,ipw_iid,1668,474
σ2net,0.0005299304134577402,ipw_iid,1668,474
σ2boot,NaN,ipw_iid,1668,474
stabilized,false,ipw_iid,1668,474
ψ,1.428110286446331,sipw_iid,1668,474
σ2,0.000449301956939548,sipw_iid,1668,474
σ2net,0.00044930195693954766,sipw_iid,1668,474
σ2boot,NaN,sipw_iid,1668,474
stabilized,true,sipw_iid,1668,474
ψ,1.4551809829684408,onestep_iid,1668,474
σ2,0.0004241652161739771,onestep_iid,1668,474
σ2net,0.0004241652161739771,onestep_iid,1668,474
σ2boot,NaN,onestep_iid,1668,474
ψ,1.4507904225239554,tmle_iid,1668,474
σ2,0.0004328086023898824,tmle_iid,1668,474
σ2net,0.00043280860238988273,tmle_iid,1668,474
σ2boot,NaN,tmle_iid,1668,474
ψ,1.4564358619402575,ols,1668,474
σ2,0.0016735031273557256,ols,1668,474
σ2net,0.0016735031273557256,ols,1668,474
ψ,1.542093208213881,plugin,1668,475
σ2boot,NaN,plugin,1668,475
ψ,1.5019481526983742,ipw,1668,475
σ2,0.0005471251980714033,ipw,1668,475
σ2net,0.0007013553928557899,ipw,1668,475
σ2boot,NaN,ipw,1668,475
stabilized,false,ipw,1668,475
ψ,1.506570970379735,sipw,1668,475
σ2,0.0004445207942700566,sipw,1668,475
σ2net,0.0005847655056055168,sipw,1668,475
σ2boot,NaN,sipw,1668,475
stabilized,true,sipw,1668,475
ψ,1.5419955231530809,onestep,1668,475
σ2,0.0004359950672615993,onestep,1668,475
σ2net,0.0005834988163395152,onestep,1668,475
σ2boot,NaN,onestep,1668,475
ψ,1.5442996676905052,tmle,1668,475
σ2,0.0004329456978815813,tmle,1668,475
σ2net,0.0005661104053907655,tmle,1668,475
σ2boot,NaN,tmle,1668,475
ψ,1.520285270679508,plugin_iid,1668,475
σ2boot,NaN,plugin_iid,1668,475
ψ,1.4964960075823142,ipw_iid,1668,475
σ2,0.0005429803620699059,ipw_iid,1668,475
σ2net,0.0005429803620699063,ipw_iid,1668,475
σ2boot,NaN,ipw_iid,1668,475
stabilized,false,ipw_iid,1668,475
ψ,1.4977524747649484,sipw_iid,1668,475
σ2,0.000428771834693929,sipw_iid,1668,475
σ2net,0.0004287718346939287,sipw_iid,1668,475
σ2boot,NaN,sipw_iid,1668,475
stabilized,true,sipw_iid,1668,475
ψ,1.5173571457305075,onestep_iid,1668,475
σ2,0.00043868697165134926,onestep_iid,1668,475
σ2net,0.0004386869716513483,onestep_iid,1668,475
σ2boot,NaN,onestep_iid,1668,475
ψ,1.518594967421205,tmle_iid,1668,475
σ2,0.0004270914449298191,tmle_iid,1668,475
σ2net,0.0004270914449298191,tmle_iid,1668,475
σ2boot,NaN,tmle_iid,1668,475
ψ,1.5202530858053986,ols,1668,475
σ2,0.0016536870018180223,ols,1668,475
σ2net,0.0016536870018180223,ols,1668,475
ψ,1.4875492479318488,plugin,1668,476
σ2boot,NaN,plugin,1668,476
ψ,1.4474540792913735,ipw,1668,476
σ2,0.0006164815539818301,ipw,1668,476
σ2net,0.0006710727985863449,ipw,1668,476
σ2boot,NaN,ipw,1668,476
stabilized,false,ipw,1668,476
ψ,1.4375379835821234,sipw,1668,476
σ2,0.00040605379332194587,sipw,1668,476
σ2net,0.0005288590456310843,sipw,1668,476
σ2boot,NaN,sipw,1668,476
stabilized,true,sipw,1668,476
ψ,1.4904850121247757,onestep,1668,476
σ2,0.0004141102165467525,onestep,1668,476
σ2net,0.0004754860293974986,onestep,1668,476
σ2boot,NaN,onestep,1668,476
ψ,1.4842981687071761,tmle,1668,476
σ2,0.0004066726236433884,tmle,1668,476
σ2net,0.00048012954739719185,tmle,1668,476
σ2boot,NaN,tmle,1668,476
ψ,1.4640464982318322,plugin_iid,1668,476
σ2boot,NaN,plugin_iid,1668,476
ψ,1.4434567821546866,ipw_iid,1668,476
σ2,0.0005383342235128587,ipw_iid,1668,476
σ2net,0.0005383342235128583,ipw_iid,1668,476
σ2boot,NaN,ipw_iid,1668,476
stabilized,false,ipw_iid,1668,476
ψ,1.4383523937851794,sipw_iid,1668,476
σ2,0.0004019230432612726,sipw_iid,1668,476
σ2net,0.00040192304326127276,sipw_iid,1668,476
σ2boot,NaN,sipw_iid,1668,476
stabilized,true,sipw_iid,1668,476
ψ,1.4672939821081301,onestep_iid,1668,476
σ2,0.0004232664852827438,onestep_iid,1668,476
σ2net,0.00042326648528274416,onestep_iid,1668,476
σ2boot,NaN,onestep_iid,1668,476
ψ,1.46539583412319,tmle_iid,1668,476
σ2,0.00041405337677890566,tmle_iid,1668,476
σ2net,0.0004140533767789058,tmle_iid,1668,476
σ2boot,NaN,tmle_iid,1668,476
ψ,1.46391257455282,ols,1668,476
σ2,0.0016218306987610576,ols,1668,476
σ2net,0.0016218306987610576,ols,1668,476
ψ,1.5145258976462392,plugin,1668,477
σ2boot,NaN,plugin,1668,477
ψ,1.4752671684792626,ipw,1668,477
σ2,0.0005597330836259237,ipw,1668,477
σ2net,0.000759399505625146,ipw,1668,477
σ2boot,NaN,ipw,1668,477
stabilized,false,ipw,1668,477
ψ,1.4770430585221643,sipw,1668,477
σ2,0.0004240262399932636,sipw,1668,477
σ2net,0.0005715649780108767,sipw,1668,477
σ2boot,NaN,sipw,1668,477
stabilized,true,sipw,1668,477
ψ,1.5225641081288608,onestep,1668,477
σ2,0.0004385762703953543,onestep,1668,477
σ2net,0.000600148498441391,onestep,1668,477
σ2boot,NaN,onestep,1668,477
ψ,1.513860651753775,tmle,1668,477
σ2,0.0004533616080629614,tmle,1668,477
σ2net,0.0006651819230797728,tmle,1668,477
σ2boot,NaN,tmle,1668,477
ψ,1.4967725255694764,plugin_iid,1668,477
σ2boot,NaN,plugin_iid,1668,477
ψ,1.4775597300357097,ipw_iid,1668,477
σ2,0.000788546512151356,ipw_iid,1668,477
σ2net,0.0007885465121513555,ipw_iid,1668,477
σ2boot,NaN,ipw_iid,1668,477
stabilized,false,ipw_iid,1668,477
ψ,1.4751379807204594,sipw_iid,1668,477
σ2,0.0004219784355105415,sipw_iid,1668,477
σ2net,0.0004219784355105411,sipw_iid,1668,477
σ2boot,NaN,sipw_iid,1668,477
stabilized,true,sipw_iid,1668,477
ψ,1.4935868887826067,onestep_iid,1668,477
σ2,0.00043420754918595353,onestep_iid,1668,477
σ2net,0.0004342075491859532,onestep_iid,1668,477
σ2boot,NaN,onestep_iid,1668,477
ψ,1.4955930576993222,tmle_iid,1668,477
σ2,0.0004319571498080115,tmle_iid,1668,477
σ2net,0.00043195714980801193,tmle_iid,1668,477
σ2boot,NaN,tmle_iid,1668,477
ψ,1.496629674609642,ols,1668,477
σ2,0.0017696106819762155,ols,1668,477
σ2net,0.0017696106819762155,ols,1668,477
ψ,1.4957643503497307,plugin,1668,478
σ2boot,NaN,plugin,1668,478
ψ,1.461942722273437,ipw,1668,478
σ2,0.0005293261849048114,ipw,1668,478
σ2net,0.0006877693613154911,ipw,1668,478
σ2boot,NaN,ipw,1668,478
stabilized,false,ipw,1668,478
ψ,1.459379626467955,sipw,1668,478
σ2,0.00041702712176110206,sipw,1668,478
σ2net,0.0006088688006252742,sipw,1668,478
σ2boot,NaN,sipw,1668,478
stabilized,true,sipw,1668,478
ψ,1.4944701134757945,onestep,1668,478
σ2,0.0004084664308173694,onestep,1668,478
σ2net,0.0006107480965405127,onestep,1668,478
σ2boot,NaN,onestep,1668,478
ψ,1.4955400888887571,tmle,1668,478
σ2,0.0004046903276801022,tmle,1668,478
σ2net,0.0005983499788771217,tmle,1668,478
σ2boot,NaN,tmle,1668,478
ψ,1.479231909682432,plugin_iid,1668,478
σ2boot,NaN,plugin_iid,1668,478
ψ,1.4470150593784439,ipw_iid,1668,478
σ2,0.0005549791445686676,ipw_iid,1668,478
σ2net,0.0005549791445686674,ipw_iid,1668,478
σ2boot,NaN,ipw_iid,1668,478
stabilized,false,ipw_iid,1668,478
ψ,1.4650834747873398,sipw_iid,1668,478
σ2,0.00039575227932255757,sipw_iid,1668,478
σ2net,0.00039575227932255773,sipw_iid,1668,478
σ2boot,NaN,sipw_iid,1668,478
stabilized,true,sipw_iid,1668,478
ψ,1.4763197268636892,onestep_iid,1668,478
σ2,0.00039631117589104353,onestep_iid,1668,478
σ2net,0.00039631117589104375,onestep_iid,1668,478
σ2boot,NaN,onestep_iid,1668,478
ψ,1.4777524749115565,tmle_iid,1668,478
σ2,0.0004071906858230127,tmle_iid,1668,478
σ2net,0.00040719068582301197,tmle_iid,1668,478
σ2boot,NaN,tmle_iid,1668,478
ψ,1.4792219716238666,ols,1668,478
σ2,0.0016385705261167225,ols,1668,478
σ2net,0.0016385705261167225,ols,1668,478
ψ,1.5081112243740038,plugin,1668,479
σ2boot,NaN,plugin,1668,479
ψ,1.4663251659722,ipw,1668,479
σ2,0.0008371139533884163,ipw,1668,479
σ2net,0.0009763166956217556,ipw,1668,479
σ2boot,NaN,ipw,1668,479
stabilized,false,ipw,1668,479
ψ,1.4723911009557982,sipw,1668,479
σ2,0.0004382879889547893,sipw,1668,479
σ2net,0.0005480561415124859,sipw,1668,479
σ2boot,NaN,sipw,1668,479
stabilized,true,sipw,1668,479
ψ,1.5077018448673147,onestep,1668,479
σ2,0.00042678589361528463,onestep,1668,479
σ2net,0.0004904748003553119,onestep,1668,479
σ2boot,NaN,onestep,1668,479
ψ,1.503296460793524,tmle,1668,479
σ2,0.0004223982927734836,tmle,1668,479
σ2net,0.0005004936838970581,tmle,1668,479
σ2boot,NaN,tmle,1668,479
ψ,1.4870083757350656,plugin_iid,1668,479
σ2boot,NaN,plugin_iid,1668,479
ψ,1.4674666070268954,ipw_iid,1668,479
σ2,0.0006028006149123727,ipw_iid,1668,479
σ2net,0.0006028006149123721,ipw_iid,1668,479
σ2boot,NaN,ipw_iid,1668,479
stabilized,false,ipw_iid,1668,479
ψ,1.4575402311268182,sipw_iid,1668,479
σ2,0.00043236047193797293,sipw_iid,1668,479
σ2net,0.0004323604719379733,sipw_iid,1668,479
σ2boot,NaN,sipw_iid,1668,479
stabilized,true,sipw_iid,1668,479
ψ,1.4947912257272804,onestep_iid,1668,479
σ2,0.0004141832187762578,onestep_iid,1668,479
σ2net,0.0004141832187762579,onestep_iid,1668,479
σ2boot,NaN,onestep_iid,1668,479
ψ,1.4879174350008513,tmle_iid,1668,479
σ2,0.0004255203719981212,tmle_iid,1668,479
σ2net,0.0004255203719981207,tmle_iid,1668,479
σ2boot,NaN,tmle_iid,1668,479
ψ,1.4869385536731161,ols,1668,479
σ2,0.0016549393008225438,ols,1668,479
σ2net,0.0016549393008225438,ols,1668,479
ψ,1.4898556781561614,plugin,1668,480
σ2boot,NaN,plugin,1668,480
ψ,1.4474571657054112,ipw,1668,480
σ2,0.0005481837681350804,ipw,1668,480
σ2net,0.0006221113109085021,ipw,1668,480
σ2boot,NaN,ipw,1668,480
stabilized,false,ipw,1668,480
ψ,1.450048476718443,sipw,1668,480
σ2,0.0003951480414166655,sipw,1668,480
σ2net,0.0004857216243326333,sipw,1668,480
σ2boot,NaN,sipw,1668,480
stabilized,true,sipw,1668,480
ψ,1.4871348945453435,onestep,1668,480
σ2,0.0004102268407523172,onestep,1668,480
σ2net,0.0004952061558089336,onestep,1668,480
σ2boot,NaN,onestep,1668,480
ψ,1.487688152574759,tmle,1668,480
σ2,0.0004055948755690811,tmle,1668,480
σ2net,0.0005052962721215119,tmle,1668,480
σ2boot,NaN,tmle,1668,480
ψ,1.4692740531974626,plugin_iid,1668,480
σ2boot,NaN,plugin_iid,1668,480
ψ,1.435352999148866,ipw_iid,1668,480
σ2,0.0005922621695891805,ipw_iid,1668,480
σ2net,0.0005922621695891801,ipw_iid,1668,480
σ2boot,NaN,ipw_iid,1668,480
stabilized,false,ipw_iid,1668,480
ψ,1.448040454550881,sipw_iid,1668,480
σ2,0.0004136541757303875,sipw_iid,1668,480
σ2net,0.0004136541757303879,sipw_iid,1668,480
σ2boot,NaN,sipw_iid,1668,480
stabilized,true,sipw_iid,1668,480
ψ,1.4637928255967791,onestep_iid,1668,480
σ2,0.0003920099667650579,onestep_iid,1668,480
σ2net,0.0003920099667650581,onestep_iid,1668,480
σ2boot,NaN,onestep_iid,1668,480
ψ,1.4672332812091597,tmle_iid,1668,480
σ2,0.0003922710360713064,tmle_iid,1668,480
σ2net,0.0003922710360713066,tmle_iid,1668,480
σ2boot,NaN,tmle_iid,1668,480
ψ,1.4690933866851923,ols,1668,480
σ2,0.001604074414778952,ols,1668,480
σ2net,0.001604074414778952,ols,1668,480
ψ,1.503203087607231,plugin,1668,481
σ2boot,NaN,plugin,1668,481
ψ,1.4637727079861635,ipw,1668,481
σ2,0.0006869391159685994,ipw,1668,481
σ2net,0.000858908870964087,ipw,1668,481
σ2boot,NaN,ipw,1668,481
stabilized,false,ipw,1668,481
ψ,1.4623369531523085,sipw,1668,481
σ2,0.000425867814392594,sipw,1668,481
σ2net,0.0006095465778714932,sipw,1668,481
σ2boot,NaN,sipw,1668,481
stabilized,true,sipw,1668,481
ψ,1.50433197312462,onestep,1668,481
σ2,0.00043573685360387085,onestep,1668,481
σ2net,0.0005932065395439017,onestep,1668,481
σ2boot,NaN,onestep,1668,481
ψ,1.5024063000420342,tmle,1668,481
σ2,0.00045003700985072037,tmle,1668,481
σ2net,0.0006091683040517699,tmle,1668,481
σ2boot,NaN,tmle,1668,481
ψ,1.482750137269393,plugin_iid,1668,481
σ2boot,NaN,plugin_iid,1668,481
ψ,1.4640253230404536,ipw_iid,1668,481
σ2,0.0005346073282407334,ipw_iid,1668,481
σ2net,0.0005346073282407336,ipw_iid,1668,481
σ2boot,NaN,ipw_iid,1668,481
stabilized,false,ipw_iid,1668,481
ψ,1.4553554590527626,sipw_iid,1668,481
σ2,0.00046330501433346514,sipw_iid,1668,481
σ2net,0.00046330501433346503,sipw_iid,1668,481
σ2boot,NaN,sipw_iid,1668,481
stabilized,true,sipw_iid,1668,481
ψ,1.4913404037998967,onestep_iid,1668,481
σ2,0.000433453584848672,onestep_iid,1668,481
σ2net,0.000433453584848672,onestep_iid,1668,481
σ2boot,NaN,onestep_iid,1668,481
ψ,1.48863057191511,tmle_iid,1668,481
σ2,0.0004351010642205322,tmle_iid,1668,481
σ2net,0.00043510106422053175,tmle_iid,1668,481
σ2boot,NaN,tmle_iid,1668,481
ψ,1.482840537852757,ols,1668,481
σ2,0.0016869322824900911,ols,1668,481
σ2net,0.0016869322824900911,ols,1668,481
ψ,1.4697458886089063,plugin,1668,482
σ2boot,NaN,plugin,1668,482
ψ,1.4188768176889304,ipw,1668,482
σ2,0.0005428918226149204,ipw,1668,482
σ2net,0.0006194052895247245,ipw,1668,482
σ2boot,NaN,ipw,1668,482
stabilized,false,ipw,1668,482
ψ,1.4279901171460618,sipw,1668,482
σ2,0.00041389558256844515,sipw,1668,482
σ2net,0.0005138222609179986,sipw,1668,482
σ2boot,NaN,sipw,1668,482
stabilized,true,sipw,1668,482
ψ,1.4653137809638195,onestep,1668,482
σ2,0.0004068111035898561,onestep,1668,482
σ2net,0.0004949735020842371,onestep,1668,482
σ2boot,NaN,onestep,1668,482
ψ,1.4691546215003022,tmle,1668,482
σ2,0.0004074124669283992,tmle,1668,482
σ2net,0.0004904409808959132,tmle,1668,482
σ2boot,NaN,tmle,1668,482
ψ,1.4493100932356762,plugin_iid,1668,482
σ2boot,NaN,plugin_iid,1668,482
ψ,1.4246633578705736,ipw_iid,1668,482
σ2,0.0005233244449298521,ipw_iid,1668,482
σ2net,0.0005233244449298529,ipw_iid,1668,482
σ2boot,NaN,ipw_iid,1668,482
stabilized,false,ipw_iid,1668,482
ψ,1.4245181089815977,sipw_iid,1668,482
σ2,0.0004218621445479852,sipw_iid,1668,482
σ2net,0.00042186214454798535,sipw_iid,1668,482
σ2boot,NaN,sipw_iid,1668,482
stabilized,true,sipw_iid,1668,482
ψ,1.4413968855488966,onestep_iid,1668,482
σ2,0.00038987731804406494,onestep_iid,1668,482
σ2net,0.0003898773180440646,onestep_iid,1668,482
σ2boot,NaN,onestep_iid,1668,482
ψ,1.4419335534626219,tmle_iid,1668,482
σ2,0.00039289246342701187,tmle_iid,1668,482
σ2net,0.00039289246342701166,tmle_iid,1668,482
σ2boot,NaN,tmle_iid,1668,482
ψ,1.4492391388817514,ols,1668,482
σ2,0.0016798427800716156,ols,1668,482
σ2net,0.0016798427800716156,ols,1668,482
ψ,1.4954608252552826,plugin,1668,483
σ2boot,NaN,plugin,1668,483
ψ,1.450454711369906,ipw,1668,483
σ2,0.0005839528126687431,ipw,1668,483
σ2net,0.0007025537224532276,ipw,1668,483
σ2boot,NaN,ipw,1668,483
stabilized,false,ipw,1668,483
ψ,1.45727017114884,sipw,1668,483
σ2,0.00039155560363691094,sipw,1668,483
σ2net,0.0005145644473062079,sipw,1668,483
σ2boot,NaN,sipw,1668,483
stabilized,true,sipw,1668,483
ψ,1.4918990173646764,onestep,1668,483
σ2,0.0004102417211544283,onestep,1668,483
σ2net,0.0005277548424312892,onestep,1668,483
σ2boot,NaN,onestep,1668,483
ψ,1.4973413688455257,tmle,1668,483
σ2,0.0004149173987195103,tmle,1668,483
σ2net,0.0005134413702460958,tmle,1668,483
