estimate,value,method,samples,i
σ2,0.0006052959958096594,ipw_iid,1668,250
σ2net,0.0006052959958096596,ipw_iid,1668,250
σ2boot,NaN,ipw_iid,1668,250
stabilized,false,ipw_iid,1668,250
ψ,1.4513900972215388,sipw_iid,1668,250
σ2,0.00038947494003016645,sipw_iid,1668,250
σ2net,0.000389474940030166,sipw_iid,1668,250
σ2boot,NaN,sipw_iid,1668,250
stabilized,true,sipw_iid,1668,250
ψ,1.477612745593435,onestep_iid,1668,250
σ2,0.0003948147525179855,onestep_iid,1668,250
σ2net,0.00039481475251798516,onestep_iid,1668,250
σ2boot,NaN,onestep_iid,1668,250
ψ,1.4822722840339946,tmle_iid,1668,250
σ2,0.0003970951973599933,tmle_iid,1668,250
σ2net,0.00039709519735999324,tmle_iid,1668,250
σ2boot,NaN,tmle_iid,1668,250
ψ,1.4741699220858868,ols,1668,250
σ2,0.0016405967573792724,ols,1668,250
σ2net,0.0016405967573792724,ols,1668,250
ψ,1.522890243217307,plugin,1668,251
σ2boot,NaN,plugin,1668,251
ψ,1.4705779566611707,ipw,1668,251
σ2,0.0005717077785410888,ipw,1668,251
σ2net,0.0007440783415397882,ipw,1668,251
σ2boot,NaN,ipw,1668,251
stabilized,false,ipw,1668,251
ψ,1.4570441969408126,sipw,1668,251
σ2,0.0004060752236244006,sipw,1668,251
σ2net,0.0005566519358360506,sipw,1668,251
σ2boot,NaN,sipw,1668,251
stabilized,true,sipw,1668,251
ψ,1.5156551894318597,onestep,1668,251
σ2,0.00042829561368191353,onestep,1668,251
σ2net,0.0005514047665639448,onestep,1668,251
σ2boot,NaN,onestep,1668,251
ψ,1.5341610235753331,tmle,1668,251
σ2,0.00043290504487040516,tmle,1668,251
σ2net,0.0005475647527153346,tmle,1668,251
σ2boot,NaN,tmle,1668,251
ψ,1.499678604442959,plugin_iid,1668,251
σ2boot,NaN,plugin_iid,1668,251
ψ,1.4715428891915678,ipw_iid,1668,251
σ2,0.000486002274412128,ipw_iid,1668,251
σ2net,0.00048600227441212873,ipw_iid,1668,251
σ2boot,NaN,ipw_iid,1668,251
stabilized,false,ipw_iid,1668,251
ψ,1.4790224105681975,sipw_iid,1668,251
σ2,0.00043163796064839716,sipw_iid,1668,251
σ2net,0.0004316379606483967,sipw_iid,1668,251
σ2boot,NaN,sipw_iid,1668,251
stabilized,true,sipw_iid,1668,251
ψ,1.490130059034719,onestep_iid,1668,251
σ2,0.00043476937420953114,onestep_iid,1668,251
σ2net,0.00043476937420953136,onestep_iid,1668,251
σ2boot,NaN,onestep_iid,1668,251
ψ,1.500021527399974,tmle_iid,1668,251
σ2,0.0004061400093277627,tmle_iid,1668,251
σ2net,0.0004061400093277629,tmle_iid,1668,251
σ2boot,NaN,tmle_iid,1668,251
ψ,1.499596074889006,ols,1668,251
σ2,0.0016554441595701777,ols,1668,251
σ2net,0.0016554441595701777,ols,1668,251
ψ,1.4997857226797522,plugin,1668,252
σ2boot,NaN,plugin,1668,252
ψ,1.4557163807596405,ipw,1668,252
σ2,0.0005393047063924651,ipw,1668,252
σ2net,0.0006664089705393377,ipw,1668,252
σ2boot,NaN,ipw,1668,252
stabilized,false,ipw,1668,252
ψ,1.4545799206030232,sipw,1668,252
σ2,0.00040003254833664473,sipw,1668,252
σ2net,0.0004977028821989772,sipw,1668,252
σ2boot,NaN,sipw,1668,252
stabilized,true,sipw,1668,252
ψ,1.5033055643978692,onestep,1668,252
σ2,0.00042183241900128085,onestep,1668,252
σ2net,0.0005208290585932414,onestep,1668,252
σ2boot,NaN,onestep,1668,252
ψ,1.4977690624448856,tmle,1668,252
σ2,0.0004185278136933792,tmle,1668,252
σ2net,0.000501458466665423,tmle,1668,252
σ2boot,NaN,tmle,1668,252
ψ,1.4794120277927003,plugin_iid,1668,252
σ2boot,NaN,plugin_iid,1668,252
ψ,1.4579059125329292,ipw_iid,1668,252
σ2,0.0005984902672031239,ipw_iid,1668,252
σ2net,0.0005984902672031243,ipw_iid,1668,252
σ2boot,NaN,ipw_iid,1668,252
stabilized,false,ipw_iid,1668,252
ψ,1.451748530259758,sipw_iid,1668,252
σ2,0.0003966932271463377,sipw_iid,1668,252
σ2net,0.0003966932271463371,sipw_iid,1668,252
σ2boot,NaN,sipw_iid,1668,252
stabilized,true,sipw_iid,1668,252
ψ,1.4819287358922255,onestep_iid,1668,252
σ2,0.00040183419516613965,onestep_iid,1668,252
σ2net,0.00040183419516613933,onestep_iid,1668,252
σ2boot,NaN,onestep_iid,1668,252
ψ,1.4830658621260613,tmle_iid,1668,252
σ2,0.0004107087391057622,tmle_iid,1668,252
σ2net,0.0004107087391057623,tmle_iid,1668,252
σ2boot,NaN,tmle_iid,1668,252
ψ,1.4790204754845864,ols,1668,252
σ2,0.0016538440460113534,ols,1668,252
σ2net,0.0016538440460113534,ols,1668,252
ψ,1.5055874329584793,plugin,1668,253
σ2boot,NaN,plugin,1668,253
ψ,1.4604067092430126,ipw,1668,253
σ2,0.0006354944138441362,ipw,1668,253
σ2net,0.0009342297413883189,ipw,1668,253
σ2boot,NaN,ipw,1668,253
stabilized,false,ipw,1668,253
ψ,1.464274221643601,sipw,1668,253
σ2,0.0004318058961831917,sipw,1668,253
σ2net,0.0006200685759605334,sipw,1668,253
σ2boot,NaN,sipw,1668,253
stabilized,true,sipw,1668,253
ψ,1.5052691783914776,onestep,1668,253
σ2,0.00043108721315877815,onestep,1668,253
σ2net,0.0006705831317874778,onestep,1668,253
σ2boot,NaN,onestep,1668,253
ψ,1.5054668070145307,tmle,1668,253
σ2,0.0004200316620548347,tmle,1668,253
σ2net,0.0006451523648181375,tmle,1668,253
σ2boot,NaN,tmle,1668,253
ψ,1.4839186510298064,plugin_iid,1668,253
σ2boot,NaN,plugin_iid,1668,253
ψ,1.4603531724240093,ipw_iid,1668,253
σ2,0.0007002180328509354,ipw_iid,1668,253
σ2net,0.0007002180328509363,ipw_iid,1668,253
σ2boot,NaN,ipw_iid,1668,253
stabilized,false,ipw_iid,1668,253
ψ,1.4574567788836,sipw_iid,1668,253
σ2,0.00041284051433259326,sipw_iid,1668,253
σ2net,0.00041284051433259294,sipw_iid,1668,253
σ2boot,NaN,sipw_iid,1668,253
stabilized,true,sipw_iid,1668,253
ψ,1.4813889785526095,onestep_iid,1668,253
σ2,0.0004143885182651385,onestep_iid,1668,253
σ2net,0.00041438851826513845,onestep_iid,1668,253
σ2boot,NaN,onestep_iid,1668,253
ψ,1.487023280545308,tmle_iid,1668,253
σ2,0.00043467543681843373,tmle_iid,1668,253
σ2net,0.0004346754368184337,tmle_iid,1668,253
σ2boot,NaN,tmle_iid,1668,253
ψ,1.4840072223065393,ols,1668,253
σ2,0.001638560417440584,ols,1668,253
σ2net,0.001638560417440584,ols,1668,253
ψ,1.4839744375247674,plugin,1668,254
σ2boot,NaN,plugin,1668,254
ψ,1.444073979853869,ipw,1668,254
σ2,0.0005473331437508353,ipw,1668,254
σ2net,0.0006580114938585041,ipw,1668,254
σ2boot,NaN,ipw,1668,254
stabilized,false,ipw,1668,254
ψ,1.4408202535929482,sipw,1668,254
σ2,0.00041574129820483514,sipw,1668,254
σ2net,0.0005546017825704745,sipw,1668,254
σ2boot,NaN,sipw,1668,254
stabilized,true,sipw,1668,254
ψ,1.4892493540821188,onestep,1668,254
σ2,0.00041994510812097205,onestep,1668,254
σ2net,0.0004915342650683909,onestep,1668,254
σ2boot,NaN,onestep,1668,254
ψ,1.4804372595650237,tmle,1668,254
σ2,0.00041882230051542375,tmle,1668,254
σ2net,0.0005134648036629047,tmle,1668,254
σ2boot,NaN,tmle,1668,254
ψ,1.463254356792094,plugin_iid,1668,254
σ2boot,NaN,plugin_iid,1668,254
ψ,1.4386107504933343,ipw_iid,1668,254
σ2,0.0007125406496733693,ipw_iid,1668,254
σ2net,0.0007125406496733688,ipw_iid,1668,254
σ2boot,NaN,ipw_iid,1668,254
stabilized,false,ipw_iid,1668,254
ψ,1.444796838804486,sipw_iid,1668,254
σ2,0.0003937888183355767,sipw_iid,1668,254
σ2net,0.0003937888183355772,sipw_iid,1668,254
σ2boot,NaN,sipw_iid,1668,254
stabilized,true,sipw_iid,1668,254
ψ,1.4728282870549136,onestep_iid,1668,254
σ2,0.00039658900330646343,onestep_iid,1668,254
σ2net,0.0003965890033064631,onestep_iid,1668,254
σ2boot,NaN,onestep_iid,1668,254
ψ,1.4608074593568394,tmle_iid,1668,254
σ2,0.00040845611397298564,tmle_iid,1668,254
σ2net,0.0004084561139729852,tmle_iid,1668,254
σ2boot,NaN,tmle_iid,1668,254
ψ,1.4630344913935944,ols,1668,254
σ2,0.0016577444425054334,ols,1668,254
σ2net,0.0016577444425054334,ols,1668,254
ψ,1.5167387787673243,plugin,1668,255
σ2boot,NaN,plugin,1668,255
ψ,1.474400949133834,ipw,1668,255
σ2,0.0007109550756437084,ipw,1668,255
σ2net,0.0008604658909677689,ipw,1668,255
σ2boot,NaN,ipw,1668,255
stabilized,false,ipw,1668,255
ψ,1.4705556241413265,sipw,1668,255
σ2,0.0004085612558135212,sipw,1668,255
σ2net,0.0005171033066701241,sipw,1668,255
σ2boot,NaN,sipw,1668,255
stabilized,true,sipw,1668,255
ψ,1.5105524790918912,onestep,1668,255
σ2,0.0004188038943673583,onestep,1668,255
σ2net,0.0004985100997433343,onestep,1668,255
σ2boot,NaN,onestep,1668,255
ψ,1.5135042196065638,tmle,1668,255
σ2,0.0004240786114240992,tmle,1668,255
σ2net,0.0005007181801598707,tmle,1668,255
σ2boot,NaN,tmle,1668,255
ψ,1.493266114864728,plugin_iid,1668,255
σ2boot,NaN,plugin_iid,1668,255
ψ,1.4745997671425868,ipw_iid,1668,255
σ2,0.000604982849094007,ipw_iid,1668,255
σ2net,0.000604982849094008,ipw_iid,1668,255
σ2boot,NaN,ipw_iid,1668,255
stabilized,false,ipw_iid,1668,255
ψ,1.4769696482510672,sipw_iid,1668,255
σ2,0.0004348724173155973,sipw_iid,1668,255
σ2net,0.00043487241731559744,sipw_iid,1668,255
σ2boot,NaN,sipw_iid,1668,255
stabilized,true,sipw_iid,1668,255
ψ,1.501308746441933,onestep_iid,1668,255
σ2,0.0004274885913016931,onestep_iid,1668,255
σ2net,0.0004274885913016931,onestep_iid,1668,255
σ2boot,NaN,onestep_iid,1668,255
ψ,1.494849082619156,tmle_iid,1668,255
σ2,0.0004037352659418365,tmle_iid,1668,255
σ2net,0.0004037352659418367,tmle_iid,1668,255
σ2boot,NaN,tmle_iid,1668,255
ψ,1.4931315312068945,ols,1668,255
σ2,0.0016667805485510148,ols,1668,255
σ2net,0.0016667805485510148,ols,1668,255
ψ,1.4779181326449755,plugin,1668,256
σ2boot,NaN,plugin,1668,256
ψ,1.4317373246803236,ipw,1668,256
σ2,0.0005392166681640621,ipw,1668,256
σ2net,0.0006299730706905571,ipw,1668,256
σ2boot,NaN,ipw,1668,256
stabilized,false,ipw,1668,256
ψ,1.4345081367585313,sipw,1668,256
σ2,0.0004170442191496887,sipw,1668,256
σ2net,0.0005078718181687956,sipw,1668,256
σ2boot,NaN,sipw,1668,256
stabilized,true,sipw,1668,256
ψ,1.478272385415644,onestep,1668,256
σ2,0.0004192838597997391,onestep,1668,256
σ2net,0.0005053035474553853,onestep,1668,256
σ2boot,NaN,onestep,1668,256
ψ,1.47421732220185,tmle,1668,256
σ2,0.0004225299705633374,tmle,1668,256
σ2net,0.0004978858971688034,tmle,1668,256
σ2boot,NaN,tmle,1668,256
ψ,1.456944883668548,plugin_iid,1668,256
σ2boot,NaN,plugin_iid,1668,256
ψ,1.4310657333142416,ipw_iid,1668,256
σ2,0.0005430929211357105,ipw_iid,1668,256
σ2net,0.0005430929211357101,ipw_iid,1668,256
σ2boot,NaN,ipw_iid,1668,256
stabilized,false,ipw_iid,1668,256
ψ,1.4343686274139476,sipw_iid,1668,256
σ2,0.0004081884184053214,sipw_iid,1668,256
σ2net,0.0004081884184053217,sipw_iid,1668,256
σ2boot,NaN,sipw_iid,1668,256
stabilized,true,sipw_iid,1668,256
ψ,1.4435665144892673,onestep_iid,1668,256
σ2,0.0004051629745472369,onestep_iid,1668,256
σ2net,0.000405162974547237,onestep_iid,1668,256
σ2boot,NaN,onestep_iid,1668,256
ψ,1.4580723797414616,tmle_iid,1668,256
σ2,0.000422213141015106,tmle_iid,1668,256
σ2net,0.0004222131410151066,tmle_iid,1668,256
σ2boot,NaN,tmle_iid,1668,256
ψ,1.4567045784119332,ols,1668,256
σ2,0.0015890094842465645,ols,1668,256
σ2net,0.0015890094842465645,ols,1668,256
ψ,1.4897018500176247,plugin,1668,257
σ2boot,NaN,plugin,1668,257
ψ,1.440617977567871,ipw,1668,257
σ2,0.0006366953877359248,ipw,1668,257
σ2net,0.0009072840369068893,ipw,1668,257
σ2boot,NaN,ipw,1668,257
stabilized,false,ipw,1668,257
ψ,1.4500242869701752,sipw,1668,257
σ2,0.0004165464043702518,sipw,1668,257
σ2net,0.0006330027518797578,sipw,1668,257
σ2boot,NaN,sipw,1668,257
stabilized,true,sipw,1668,257
ψ,1.4913545638879335,onestep,1668,257
σ2,0.0004250853242585649,onestep,1668,257
σ2net,0.0006303662239081325,onestep,1668,257
σ2boot,NaN,onestep,1668,257
ψ,1.494771337972909,tmle,1668,257
σ2,0.00042411686740753885,tmle,1668,257
σ2net,0.0006279032797409604,tmle,1668,257
σ2boot,NaN,tmle,1668,257
ψ,1.4668338481931382,plugin_iid,1668,257
σ2boot,NaN,plugin_iid,1668,257
ψ,1.4403801385838793,ipw_iid,1668,257
σ2,0.000536869243165481,ipw_iid,1668,257
σ2net,0.000536869243165481,ipw_iid,1668,257
σ2boot,NaN,ipw_iid,1668,257
stabilized,false,ipw_iid,1668,257
ψ,1.443298740786078,sipw_iid,1668,257
σ2,0.00042126138036287073,sipw_iid,1668,257
σ2net,0.0004212613803628708,sipw_iid,1668,257
σ2boot,NaN,sipw_iid,1668,257
stabilized,true,sipw_iid,1668,257
ψ,1.466102375519076,onestep_iid,1668,257
σ2,0.0004623703059832145,onestep_iid,1668,257
σ2net,0.00046237030598321547,onestep_iid,1668,257
σ2boot,NaN,onestep_iid,1668,257
ψ,1.462293648481618,tmle_iid,1668,257
σ2,0.0003992582834308706,tmle_iid,1668,257
σ2net,0.0003992582834308707,tmle_iid,1668,257
σ2boot,NaN,tmle_iid,1668,257
ψ,1.4668005641269364,ols,1668,257
σ2,0.0016944186184926335,ols,1668,257
σ2net,0.0016944186184926335,ols,1668,257
ψ,1.4738161814030115,plugin,1668,258
σ2boot,NaN,plugin,1668,258
ψ,1.4263429814158213,ipw,1668,258
σ2,0.0006949057765435786,ipw,1668,258
σ2net,0.0008108468209588434,ipw,1668,258
σ2boot,NaN,ipw,1668,258
stabilized,false,ipw,1668,258
ψ,1.4182182447708989,sipw,1668,258
σ2,0.0003996663199723166,sipw,1668,258
σ2net,0.0004526378151632148,sipw,1668,258
σ2boot,NaN,sipw,1668,258
stabilized,true,sipw,1668,258
ψ,1.471730101872262,onestep,1668,258
σ2,0.0004204156093865071,onestep,1668,258
σ2net,0.0004681101117353358,onestep,1668,258
σ2boot,NaN,onestep,1668,258
ψ,1.468257512713444,tmle,1668,258
σ2,0.0004150380549597842,tmle,1668,258
σ2net,0.00046330108950529017,tmle,1668,258
σ2boot,NaN,tmle,1668,258
ψ,1.4520116704042352,plugin_iid,1668,258
σ2boot,NaN,plugin_iid,1668,258
ψ,1.4277524719342998,ipw_iid,1668,258
σ2,0.000515898065290383,ipw_iid,1668,258
σ2net,0.0005158980652903821,ipw_iid,1668,258
σ2boot,NaN,ipw_iid,1668,258
stabilized,false,ipw_iid,1668,258
ψ,1.437440707808702,sipw_iid,1668,258
σ2,0.0004120247105167942,sipw_iid,1668,258
σ2net,0.0004120247105167944,sipw_iid,1668,258
σ2boot,NaN,sipw_iid,1668,258
stabilized,true,sipw_iid,1668,258
ψ,1.4602670421505302,onestep_iid,1668,258
σ2,0.00041861537074881045,onestep_iid,1668,258
σ2net,0.00041861537074880975,onestep_iid,1668,258
σ2boot,NaN,onestep_iid,1668,258
ψ,1.4479438651622705,tmle_iid,1668,258
σ2,0.00039552106378837966,tmle_iid,1668,258
σ2net,0.00039552106378837993,tmle_iid,1668,258
σ2boot,NaN,tmle_iid,1668,258
ψ,1.4519974177909134,ols,1668,258
σ2,0.0016155710438191262,ols,1668,258
σ2net,0.0016155710438191262,ols,1668,258
ψ,1.4808762291551516,plugin,1668,259
σ2boot,NaN,plugin,1668,259
ψ,1.4337492227613309,ipw,1668,259
σ2,0.0005416671146825058,ipw,1668,259
σ2net,0.0006316172263038636,ipw,1668,259
σ2boot,NaN,ipw,1668,259
stabilized,false,ipw,1668,259
ψ,1.443087886789312,sipw,1668,259
σ2,0.0004072974435336714,sipw,1668,259
σ2net,0.00047554205944727276,sipw,1668,259
σ2boot,NaN,sipw,1668,259
stabilized,true,sipw,1668,259
ψ,1.4752120990218598,onestep,1668,259
σ2,0.00042678412823161504,onestep,1668,259
σ2net,0.0005018466104993889,onestep,1668,259
σ2boot,NaN,onestep,1668,259
ψ,1.476805399857419,tmle,1668,259
σ2,0.00042289941688261677,tmle,1668,259
σ2net,0.000507039065000073,tmle,1668,259
σ2boot,NaN,tmle,1668,259
ψ,1.460141701406654,plugin_iid,1668,259
σ2boot,NaN,plugin_iid,1668,259
ψ,1.4450911505958293,ipw_iid,1668,259
σ2,0.0007734442897083432,ipw_iid,1668,259
σ2net,0.0007734442897083431,ipw_iid,1668,259
σ2boot,NaN,ipw_iid,1668,259
stabilized,false,ipw_iid,1668,259
ψ,1.4410629679699412,sipw_iid,1668,259
σ2,0.0004129104818933267,sipw_iid,1668,259
σ2net,0.0004129104818933262,sipw_iid,1668,259
σ2boot,NaN,sipw_iid,1668,259
stabilized,true,sipw_iid,1668,259
ψ,1.4682432498907168,onestep_iid,1668,259
σ2,0.000410961104096935,onestep_iid,1668,259
σ2net,0.0004109611040969343,onestep_iid,1668,259
σ2boot,NaN,onestep_iid,1668,259
ψ,1.451013251102814,tmle_iid,1668,259
σ2,0.0003987009887553453,tmle_iid,1668,259
σ2net,0.00039870098875534516,tmle_iid,1668,259
σ2boot,NaN,tmle_iid,1668,259
ψ,1.4600444270345225,ols,1668,259
σ2,0.0016069749649357573,ols,1668,259
σ2net,0.0016069749649357573,ols,1668,259
ψ,1.4913757711434397,plugin,1668,260
σ2boot,NaN,plugin,1668,260
ψ,1.440624571709407,ipw,1668,260
σ2,0.0006573287265378464,ipw,1668,260
σ2net,0.0008552296066092173,ipw,1668,260
σ2boot,NaN,ipw,1668,260
stabilized,false,ipw,1668,260
ψ,1.4401988203107943,sipw,1668,260
σ2,0.0003988952079431214,sipw,1668,260
σ2net,0.0005312018576007969,sipw,1668,260
σ2boot,NaN,sipw,1668,260
stabilized,true,sipw,1668,260
ψ,1.494548899684085,onestep,1668,260
σ2,0.00041989746486598476,onestep,1668,260
σ2net,0.0005309380126519696,onestep,1668,260
σ2boot,NaN,onestep,1668,260
ψ,1.490824976098723,tmle,1668,260
σ2,0.0004325916819450937,tmle,1668,260
σ2net,0.0005648278747682935,tmle,1668,260
σ2boot,NaN,tmle,1668,260
ψ,1.4690582463975201,plugin_iid,1668,260
σ2boot,NaN,plugin_iid,1668,260
ψ,1.4560968117971342,ipw_iid,1668,260
σ2,0.0007546096632761815,ipw_iid,1668,260
σ2net,0.0007546096632761809,ipw_iid,1668,260
σ2boot,NaN,ipw_iid,1668,260
stabilized,false,ipw_iid,1668,260
ψ,1.4403891916573888,sipw_iid,1668,260
σ2,0.0003976752595418006,sipw_iid,1668,260
σ2net,0.0003976752595418004,sipw_iid,1668,260
σ2boot,NaN,sipw_iid,1668,260
stabilized,true,sipw_iid,1668,260
ψ,1.4774142003236659,onestep_iid,1668,260
σ2,0.00044311862625675283,onestep_iid,1668,260
σ2net,0.0004431186262567528,onestep_iid,1668,260
σ2boot,NaN,onestep_iid,1668,260
ψ,1.4701562443009262,tmle_iid,1668,260
σ2,0.00040660404047129805,tmle_iid,1668,260
σ2net,0.0004066040404712983,tmle_iid,1668,260
σ2boot,NaN,tmle_iid,1668,260
ψ,1.4689075049831384,ols,1668,260
σ2,0.0016942726277466083,ols,1668,260
σ2net,0.0016942726277466083,ols,1668,260
ψ,1.4839019789142411,plugin,1668,261
σ2boot,NaN,plugin,1668,261
ψ,1.4509010565827112,ipw,1668,261
σ2,0.0007517498322175298,ipw,1668,261
σ2net,0.0009841252418740093,ipw,1668,261
σ2boot,NaN,ipw,1668,261
stabilized,false,ipw,1668,261
ψ,1.4388696233401785,sipw,1668,261
σ2,0.00040993478465867385,sipw,1668,261
σ2net,0.00047306606257808677,sipw,1668,261
σ2boot,NaN,sipw,1668,261
stabilized,true,sipw,1668,261
ψ,1.4856762719932908,onestep,1668,261
σ2,0.00041661106070473985,onestep,1668,261
σ2net,0.0004564770582510884,onestep,1668,261
σ2boot,NaN,onestep,1668,261
ψ,1.4859986998807575,tmle,1668,261
σ2,0.00041932521820215975,tmle,1668,261
σ2net,0.00048626331810439056,tmle,1668,261
σ2boot,NaN,tmle,1668,261
ψ,1.4610949806466282,plugin_iid,1668,261
σ2boot,NaN,plugin_iid,1668,261
ψ,1.4367168272141766,ipw_iid,1668,261
σ2,0.0007089937128753771,ipw_iid,1668,261
σ2net,0.0007089937128753769,ipw_iid,1668,261
σ2boot,NaN,ipw_iid,1668,261
stabilized,false,ipw_iid,1668,261
ψ,1.4456691948954912,sipw_iid,1668,261
σ2,0.0004641464181602776,sipw_iid,1668,261
σ2net,0.00046414641816027737,sipw_iid,1668,261
σ2boot,NaN,sipw_iid,1668,261
stabilized,true,sipw_iid,1668,261
ψ,1.4496994783074861,onestep_iid,1668,261
σ2,0.0004006106053865843,onestep_iid,1668,261
σ2net,0.00040061060538658464,onestep_iid,1668,261
σ2boot,NaN,onestep_iid,1668,261
ψ,1.465346917708507,tmle_iid,1668,261
σ2,0.00046113007465566416,tmle_iid,1668,261
σ2net,0.00046113007465566416,tmle_iid,1668,261
σ2boot,NaN,tmle_iid,1668,261
ψ,1.4609732230206551,ols,1668,261
σ2,0.0017026072047156239,ols,1668,261
σ2net,0.0017026072047156239,ols,1668,261
ψ,1.4976127985264076,plugin,1668,262
σ2boot,NaN,plugin,1668,262
ψ,1.4624888789440487,ipw,1668,262
σ2,0.0007289252517566157,ipw,1668,262
σ2net,0.0009122338886361496,ipw,1668,262
σ2boot,NaN,ipw,1668,262
stabilized,false,ipw,1668,262
ψ,1.4451429921042833,sipw,1668,262
σ2,0.0004240576733509771,sipw,1668,262
σ2net,0.0006022550687666139,sipw,1668,262
σ2boot,NaN,sipw,1668,262
stabilized,true,sipw,1668,262
ψ,1.4997789606946859,onestep,1668,262
σ2,0.0004674522474178932,onestep,1668,262
σ2net,0.0006216207179313224,onestep,1668,262
σ2boot,NaN,onestep,1668,262
ψ,1.4954492056322268,tmle,1668,262
σ2,0.0004574300096586632,tmle,1668,262
σ2net,0.0006220503235018842,tmle,1668,262
σ2boot,NaN,tmle,1668,262
ψ,1.4773092808919408,plugin_iid,1668,262
σ2boot,NaN,plugin_iid,1668,262
ψ,1.4639660739295446,ipw_iid,1668,262
σ2,0.0006819727783324463,ipw_iid,1668,262
σ2net,0.0006819727783324448,ipw_iid,1668,262
σ2boot,NaN,ipw_iid,1668,262
stabilized,false,ipw_iid,1668,262
ψ,1.4531070627174147,sipw_iid,1668,262
σ2,0.0004418741470979741,sipw_iid,1668,262
σ2net,0.00044187414709797495,sipw_iid,1668,262
σ2boot,NaN,sipw_iid,1668,262
stabilized,true,sipw_iid,1668,262
ψ,1.4767863977249134,onestep_iid,1668,262
σ2,0.0004223957938522321,onestep_iid,1668,262
σ2net,0.0004223957938522317,onestep_iid,1668,262
σ2boot,NaN,onestep_iid,1668,262
ψ,1.480376039331997,tmle_iid,1668,262
σ2,0.00042977897366494356,tmle_iid,1668,262
σ2net,0.0004297789736649438,tmle_iid,1668,262
σ2boot,NaN,tmle_iid,1668,262
ψ,1.4772689976928857,ols,1668,262
σ2,0.0016808712461683544,ols,1668,262
σ2net,0.0016808712461683544,ols,1668,262
ψ,1.4717777764679076,plugin,1668,263
σ2boot,NaN,plugin,1668,263
ψ,1.4336912393570205,ipw,1668,263
σ2,0.0005709491032203497,ipw,1668,263
σ2net,0.0007073182536359658,ipw,1668,263
σ2boot,NaN,ipw,1668,263
stabilized,false,ipw,1668,263
ψ,1.434622069632036,sipw,1668,263
σ2,0.00041921497850215593,sipw,1668,263
σ2net,0.0005587639250822607,sipw,1668,263
σ2boot,NaN,sipw,1668,263
stabilized,true,sipw,1668,263
ψ,1.4679901773581883,onestep,1668,263
σ2,0.0004133883464903379,onestep,1668,263
σ2net,0.00054181159129645,onestep,1668,263
σ2boot,NaN,onestep,1668,263
ψ,1.4706354646784738,tmle,1668,263
σ2,0.00042196625327593437,tmle,1668,263
σ2net,0.0005303326500309259,tmle,1668,263
σ2boot,NaN,tmle,1668,263
ψ,1.4504169353368548,plugin_iid,1668,263
σ2boot,NaN,plugin_iid,1668,263
ψ,1.433954679293903,ipw_iid,1668,263
σ2,0.0005177439789031474,ipw_iid,1668,263
σ2net,0.0005177439789031475,ipw_iid,1668,263
σ2boot,NaN,ipw_iid,1668,263
stabilized,false,ipw_iid,1668,263
ψ,1.428253346604679,sipw_iid,1668,263
σ2,0.00040030425959482007,sipw_iid,1668,263
σ2net,0.00040030425959481963,sipw_iid,1668,263
σ2boot,NaN,sipw_iid,1668,263
stabilized,true,sipw_iid,1668,263
ψ,1.4514648250749054,onestep_iid,1668,263
σ2,0.00041841907893032246,onestep_iid,1668,263
σ2net,0.00041841907893032176,onestep_iid,1668,263
σ2boot,NaN,onestep_iid,1668,263
ψ,1.451782391408983,tmle_iid,1668,263
σ2,0.00040697208975195323,tmle_iid,1668,263
σ2net,0.0004069720897519529,tmle_iid,1668,263
σ2boot,NaN,tmle_iid,1668,263
ψ,1.4501839117094777,ols,1668,263
σ2,0.0016444620736390224,ols,1668,263
σ2net,0.0016444620736390224,ols,1668,263
ψ,1.4817302697993044,plugin,1668,264
σ2boot,NaN,plugin,1668,264
ψ,1.4323332951120995,ipw,1668,264
σ2,0.0005705210640753595,ipw,1668,264
σ2net,0.0006937636185960452,ipw,1668,264
σ2boot,NaN,ipw,1668,264
stabilized,false,ipw,1668,264
ψ,1.4365275812054146,sipw,1668,264
σ2,0.0004025281550513988,sipw,1668,264
σ2net,0.0005081482115429359,sipw,1668,264
σ2boot,NaN,sipw,1668,264
stabilized,true,sipw,1668,264
ψ,1.4865448284504625,onestep,1668,264
σ2,0.00041898693145095363,onestep,1668,264
σ2net,0.0005178197159136301,onestep,1668,264
σ2boot,NaN,onestep,1668,264
ψ,1.4872001718591121,tmle,1668,264
σ2,0.00043226162287168655,tmle,1668,264
σ2net,0.0005157547874335612,tmle,1668,264
σ2boot,NaN,tmle,1668,264
ψ,1.460916404235609,plugin_iid,1668,264
σ2boot,NaN,plugin_iid,1668,264
ψ,1.4377664049128556,ipw_iid,1668,264
σ2,0.0006741369755445968,ipw_iid,1668,264
σ2net,0.0006741369755445967,ipw_iid,1668,264
σ2boot,NaN,ipw_iid,1668,264
stabilized,false,ipw_iid,1668,264
ψ,1.4364457257718286,sipw_iid,1668,264
σ2,0.0004088127714299771,sipw_iid,1668,264
σ2net,0.0004088127714299774,sipw_iid,1668,264
σ2boot,NaN,sipw_iid,1668,264
stabilized,true,sipw_iid,1668,264
ψ,1.4713475797105926,onestep_iid,1668,264
σ2,0.000411710415666587,onestep_iid,1668,264
σ2net,0.0004117104156665877,onestep_iid,1668,264
σ2boot,NaN,onestep_iid,1668,264
ψ,1.463698807520726,tmle_iid,1668,264
σ2,0.00042006704485235516,tmle_iid,1668,264
